avg_latitude,avg_longitude,h_phys_m,avg_temperature,avg_humidity,avg_pressure,week_seq,residual_mean,residual_std,h_pred_mean,h_pred_std
22.600506329113927,114.05683544303797,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.7471725,1.4009612,150.74717247486115,1.4009612
22.600506329113927,114.05708860759493,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.81035966,2.7067735,150.81035965681076,2.7067735
22.600506329113927,114.0573417721519,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.08312897,0.6639774,150.0831289663911,0.6639774
22.600506329113927,114.05759493670885,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.20706816,0.745955,150.20706816017628,0.745955
22.600506329113927,114.05784810126582,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.372657,0.901241,150.37265700101852,0.901241
22.600506329113927,114.05810126582278,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.42681774,1.464414,150.42681774497032,1.464414
22.600506329113927,114.05835443037974,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.1964388,0.75067693,150.19643880426884,0.75067693
22.600506329113927,114.0586075949367,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.4206413,0.71298224,150.42064130306244,0.71298224
22.600506329113927,114.05886075949367,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.43299595,0.7220381,150.43299594521523,0.7220381
22.600506329113927,114.05911392405064,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.36101428,1.450021,150.36101427674294,1.450021
22.600506329113927,114.05936708860759,150.0,21.59607881568628,61.94148634401749,100412.83249335106,1,0.13698453,0.81227916,150.13698452711105,0.81227916
